Title,Author,Main Genre,Sub Genre,Price,Rating
Harry Potter and the Half-Blood Prince,J.K. Rowling,Children's Books,"Fantasy, Science Fiction & Horror",₹313.95,4.8
Harry Potter and the Goblet of Fire,J.K. Rowling,Children's Books,"Fantasy, Science Fiction & Horror",₹313.95,4.8
Harry Potter and the Deathly Hallows,J.K. Rowling,Children's Books,"Fantasy, Science Fiction & Horror",₹313.95,4.8
Harry Potter and the Prisoner of Azkaban,J.K. Rowling,Children's Books,"Fantasy, Science Fiction & Horror",₹381.45,4.8
Harry Potter and the Goblet of Fire,J.K. Rowling,Children's Books,"Fantasy, Science Fiction & Horror",₹542.00,4.8
Harry Potter and the Half-Blood Prince,J.K. Rowling,Children's Books,"Fantasy, Science Fiction & Horror",₹510.00,4.8
"Ish Reynolds, Peter H.",Peter H. Reynolds,Children's Books,Geography & Cultures,₹371.00,4.8
The Smartest Giant in Town,Julia Donaldson,Children's Books,Geography & Cultures,₹287.00,4.8
PETE THE CAT ICR18 FAMILY ROAD TRIP (I Can Read Level 1),James Dean,Children's Books,Geography & Cultures,₹154.25,4.8
"Official Cocomelon: Old MacDonald's Farm: A peep-through book: Learn fun animal sounds with JJ and Grandpa in this interactive illustrated board book for kids aged 1, 2, 3 and 4 years",Cocomelon,Children's Books,Geography & Cultures,₹334.00,4.8
"Puffin EL: My Little Book Of Durga: Illustrated Board Books on Hindu Mythology, Indian Gods & Goddesses for Kids Age 3+ a Puffin Original [Board book] India, Penguin; Jayakumar, Ashwitha and Datta, Swarnavo",Penguin India,Children's Books,Geography & Cultures,₹90.00,4.8
Meesha Makes Friends,Tom Percival,Children's Books,Growing Up & Facts of Life,₹205.00,4.8
"Harry Potter and the Half-Blood Prince, Book 6",J.K. Rowling,Children's Books,Growing Up & Facts of Life,"₹1,599.00",4.8
"Harry Potter and the Deathly Hallows, Book 7",J.K. Rowling,Children's Books,Growing Up & Facts of Life,"₹1,599.00",4.8
"Harry Potter and the Goblet of Fire, Book 4",J.K. Rowling,Children's Books,Growing Up & Facts of Life,"₹1,599.00",4.8
"Ish Reynolds, Peter H.",Peter H. Reynolds,Children's Books,Growing Up & Facts of Life,₹371.00,4.8
Tales from the Puranas and Itihaas,Daaji (Kamlesh Patel),Children's Books,Historical Fiction,₹183.00,4.8
Code Name Bananas: The hilarious and epic children’s book from multi-million bestselling author David Walliams,David Walliams,Children's Books,Historical Fiction,₹275.00,4.8
Death in the Spotlight: A Murder Most Unladylike Mystery (Book 8) Robin Stevens,Robin Stevens,Children's Books,Historical Fiction,₹299.00,4.8
Top Marks For Murder (Book 8): A Murder Most Unladylike Mystery (Murder Most Unladylike 8) [Paperback] Robin Stevens,Robin Stevens,Children's Books,Historical Fiction,₹292.00,4.8
Songs of Freedom: Postcard from the Lush,Hannah Lalhlanpuii,Children's Books,Historical Fiction,₹137.00,4.8
Fire Truck #1274 Finds Her Way Home,Terry Lesher,Children's Books,Historical Fiction,₹238.00,4.8
"Death Sets Sail (A Murder Most Unladylik: A Murder Most Unladylike Mystery (A Murder Most Unladylike Mystery, 9)",Robin Stevens,Children's Books,Historical Fiction,₹292.00,4.8
"One Piece, Vol. 104 (Volume 104)",Eiichiro Oda,Comics & Mangas,Mangas,₹718.00,4.9
Spy X Family: Vol.4,Tatsuya Endo,Comics & Mangas,Mangas,₹492.00,4.9
Attack on Titan Vol. 3,Hajime Isayama,Comics & Mangas,Comics,₹235.60,4.8
Attack on Titan Vol. 2,Hajime Isayama,Comics & Mangas,Comics,₹207.10,4.8
Attack on Titan Vol. 3,Hajime Isayama,Comics & Mangas,Mangas,₹235.60,4.8
Attack on Titan Vol. 2,Hajime Isayama,Comics & Mangas,Mangas,₹207.10,4.8
Attack on Titan Vol. 5,Hajime Isayama,Comics & Mangas,Mangas,₹473.71,4.8
CHAINSAW MAN VOL. 12,Tatsuki Fujimoto,Comics & Mangas,Mangas,₹610.00,4.8
Attack on Titan Vol. 6,Hajime Isayama,Comics & Mangas,Mangas,₹475.00,4.8
Attack on Titan Vol. 7,Hajime Isayama,Comics & Mangas,Mangas,₹489.38,4.8
Attack on Titan Vol. 8,Hajime Isayama,Comics & Mangas,Mangas,₹519.36,4.8
"DRAGON BALL SUPER, VOL. 16",AKIRA TORIYAMA,Comics & Mangas,Mangas,₹618.00,4.8
Initial D Vol. 2,Shuichi Shigeno,Comics & Mangas,Mangas,₹539.31,4.8
"Jujutsu Kaisen, Vol. 09: Volume 9",Gege Akutami,Comics & Mangas,Mangas,₹504.00,4.8
Valmiki's Ramayana,Multiple Writers,Comics & Mangas,Comics,₹313.95,4.7
The Complete Peanuts Vol. 1: 1950-1952,Charles Schulz,Comics & Mangas,Comics,"₹1,678.95",4.7
Attack on Titan Vol. 4,Hajime Isayama,Comics & Mangas,Mangas,₹455.05,4.7
Devotees of Vishnu,Anant Pai,Comics & Mangas,Mangas,₹126.00,4.7
Tinkle Double Digest No.193,Multiple Writers,Comics & Mangas,Mangas,₹126.00,4.7
Initial D Vol. 1,Shuichi Shigeno,Comics & Mangas,Mangas,₹539.31,4.7
A Silent Voice 1,Yoshitoki Oima,Comics & Mangas,Mangas,₹549.00,4.7
Blue Lock 4,Muneyuki Kaneshiro,Comics & Mangas,Mangas,₹824.91,4.7
Defective Detectives 4: Loonus Maximus,Multiple Writers,Comics & Mangas,Mangas,₹313.95,4.7
Attack on Titan Vol. 1,Hajime Isayama,Comics & Mangas,Comics,₹513.00,4.6
Krishna (Amar Chitra Katha),Anant Pai,Comics & Mangas,Comics,₹71.40,4.6
Diary of a Wimpy Kid: The Box of Books (,Jeff Kinney,Comics & Mangas,Comics,"₹1,099.00",4.6
TINKLE 800,Multiple Writers,Comics & Mangas,Comics,₹126.00,4.6
BUTTERFINGERS: TINKLE TALL TALES,Rajani Thindiath,Comics & Mangas,Comics,₹98.70,4.6
Hanuman,Anant Pai,Comics & Mangas,Comics,₹79.00,4.6
Hanuman (Amar Chitra Katha) (1),Anant Pai,Comics & Mangas,Comics,₹70.00,4.6
Valmiki's Ramayana (10001),Subba Rao,Comics & Mangas,Comics,₹70.00,4.6
Attack on Titan Vol. 1,Hajime Isayama,Comics & Mangas,Mangas,₹513.00,4.6
Suppandi - Mental Mayhem,Multiple Writers,Comics & Mangas,Mangas,₹82.95,4.6
World of Archie Jumbo Comics Digest #125 (World of Archie Comics Double Digest),Archie Superstars,Comics & Mangas,Mangas,₹294.22,4.6
CHACHA CHAUDHARY AND SABU'S SHOES: CHACHA CHAUDHARY,PRAN KUMAR SHARMA,Comics & Mangas,Mangas,₹81.42,4.6
SuperWeirdos 1: The World's Gone Weird!,Multiple Writers,Comics & Mangas,Mangas,₹94.50,4.6
Archie Jumbo Comics Digest #342 (Archie Comics Double Digest),Archie Superstars,Comics & Mangas,Mangas,₹343.32,4.6
Archie Jumbo Comics Digest #343 (Archie Comics Double Digest),Archie Superstars,Comics & Mangas,Mangas,₹343.32,4.6
All You Need Is Kill - Manga: 2-In-1 Edition: Volume 1,Ryosuke Takeuchi,Comics & Mangas,Mangas,₹761.95,4.6
Amazing Spider-Man: Worldwide Collection Vol. 1 (Amazing Spider-Man (2015-2018)),Dan Slott,Comics & Mangas,Comics,₹623.81,4.5
Avengers: Disassembled (Avengers (1998-2004)),Brian Michael Bendis,Comics & Mangas,Comics,₹343.32,4.5
Chanakya,YAGYA SHARMA,Comics & Mangas,Comics,₹70.00,4.5
Tinkle Double Double Digest No. 17,Multiple Writers,Comics & Mangas,Comics,₹290.70,4.5
Diary of a Wimpy Kid Box Set - Books 1 -,Jeff Kinney,Comics & Mangas,Comics,"₹2,659.69",4.5
Diary of a Wimpy Kid : Diper Ã–verlode,Jeff Kinney,Comics & Mangas,Comics,₹357.00,4.5
Tinkle Digest No. 59,Multiple Authors,Comics & Mangas,Comics,₹94.50,4.5
Tinkle Double Digest No.192,Multiple Writers,Comics & Mangas,Comics,₹126.00,4.5
Ina Mina Mynah Mo: Tinkle Collection,Luis Fernandes,Comics & Mangas,Comics,₹98.70,4.5
Tinkle Double Digest No.189,Thindiath,Comics & Mangas,Comics,₹94.50,4.5
TANTRI THE MANTRI (VOL -4) : TINKLE COLLECTION (TANTRI THE MANTRI : TINKLE COLLECTION),Rajani Thindiath,Comics & Mangas,Comics,₹47.20,4.5
Tinkle Double Digest No.192,Multiple Writers,Comics & Mangas,Mangas,₹126.00,4.5
Suppandi & Friends Vol 1: Let the Madness Begin!,Multiple Writers,Comics & Mangas,Mangas,₹187.15,4.5
Tinkle Double Digest No.196,Multiple Writers,Comics & Mangas,Mangas,₹168.00,4.5
"One-Punch Man, Vol. 1 (Volume 1) [Paperback] ONE and Murata, Yusuke",ONE,Comics & Mangas,Mangas,₹500.00,4.5
Tinkle Double Double Digest No. 13,Multiple Writers,Comics & Mangas,Mangas,₹232.05,4.5
Tinkle Double Digest No 153,Multiple Writers,Comics & Mangas,Comics,₹126.00,4.4
Tinkle Double Digest No 155,Multiple Writers,Comics & Mangas,Comics,₹126.00,4.4
CHACHA CHAUDHARY AND TEMPLE THIEF: CHACHA CHAUDHARY COMICS,PRAN KUMAR SHARMA,Comics & Mangas,Comics,₹227.74,4.4
CHACHA CHAUDHARY DIGEST 1: CHACHA CHAUDHARY,PRAN KUMAR SHARMA,Comics & Mangas,Comics,₹183.00,4.4
Mahabharata,B.R. BHAGWAT,Comics & Mangas,Comics,₹70.00,4.4
Tinkle Double Digest No.188,Thindiath,Comics & Mangas,Comics,₹94.50,4.4
TINKLE DIGEST 1,ANANT PAI,Comics & Mangas,Comics,₹55.65,4.4
Stories of Creation,SHALINI SRINIVASAN,Comics & Mangas,Comics,₹71.40,4.4
Bahubali,SUBBA RAO,Comics & Mangas,Comics,₹55.65,4.4
Tinkle 778,Multiple writer,Comics & Mangas,Comics,₹52.50,4.4
TINKLE DOUBLE DIGEST 6,ANANT PAI,Comics & Mangas,Comics,₹94.50,4.4
Tinkle Magazine 614,Rajani Thindiath,Comics & Mangas,Comics,₹42.00,4.4
Tinkle Double Digest No 153,Multiple Writers,Comics & Mangas,Mangas,₹126.00,4.4
Tinkle Double Digest No 155,Multiple Writers,Comics & Mangas,Mangas,₹126.00,4.4
World of Archie Jumbo Comics Digest #133 (World of Archie Comics Double Digest),Archie Superstars,Comics & Mangas,Mangas,₹274.41,4.4
Timeless Classic,Multiple Writers,Comics & Mangas,Mangas,₹208.95,4.4
Mahadeva: Stories from the Shiva Purana (Part IV),Malini Saigal,Comics & Mangas,Mangas,₹135.45,4.4
Mahadeva: Stories from the Shiva Purana (Part III),Malini Saigal,Comics & Mangas,Mangas,₹135.45,4.4
Dental Diaries 1: The Ire of a Vampire,Multiple Writers,Comics & Mangas,Mangas,₹94.50,4.4
World of Archie Jumbo Comics Digest #126 (World of Archie Comics Double Digest),Archie Superstars,Comics & Mangas,Mangas,₹343.32,4.4
Tinkle Double Double Digest No. 18,Multiple Writers,Comics & Mangas,Comics,₹246.97,4.3
"Suppandi & Friends Vol 2: Mad, Madder, Maddest!",Multiple Writers,Comics & Mangas,Comics,₹156.45,4.3
Tinkle 796,Multiple Writers,Comics & Mangas,Comics,₹208.95,4.3
Tinkle Double Digest No.198,Multiple Writers,Comics & Mangas,Comics,₹168.00,4.3
The Elephant In The Womb,Kalki Koechlin,Comics & Mangas,Comics,₹288.00,4.3
Tinkle 783,Multiple Authors,Comics & Mangas,Comics,₹52.50,4.3
"Suppandi & Friends Vol 2: Mad, Madder, Maddest!",Multiple Writers,Comics & Mangas,Mangas,₹156.45,4.3
Tinkle Double Digest No.198,Multiple Writers,Comics & Mangas,Mangas,₹168.00,4.3
Tinkle 782,Multiple Authors,Comics & Mangas,Mangas,₹52.50,4.3
Tinkle Double Digest No.200,Multiple Writers,Comics & Mangas,Mangas,₹168.00,4.3
Folktales Of Japan,Multiple Writers,Comics & Mangas,Mangas,₹98.70,4.3
Set of 10 Champak Magazines,Champak,Comics & Mangas,Comics,₹117.00,4.2
(Hindi) Set of 10 Champak Magazines in Hindi,Champak,Comics & Mangas,Comics,₹162.00,4.2
Tinkle Magazine 613,Rajani Thindiath,Comics & Mangas,Comics,₹42.00,4.2
Tinkle 777,Multiple Writers,Comics & Mangas,Mangas,₹51.45,4.2
Suppandi - India's Favourite Simpleton,Multiple Writers,Comics & Mangas,Mangas,₹82.95,4.2
Tinkle Double Digest No.199,Multiple Writers,Comics & Mangas,Mangas,₹168.00,4.2
Jujutsu kaisen volume -1,GEGE AKUTAMI,Comics & Mangas,Comics,₹180.00,4.1
Avengers vs. Thanos,Steve Englehart,Comics & Mangas,Comics,"₹2,046.45",4.1
Archie (2015-) #1,Mark Waid,Comics & Mangas,Comics,₹166.95,4.1
Kadambari,KAMALA CHANDRAKANT,Comics & Mangas,Comics,₹55.65,4.1
Tinkle 779,Multiple Writers,Comics & Mangas,Mangas,₹52.50,4.1
Tinkle 781,Multiple Authors,Comics & Mangas,Comics,₹52.50,4.0
Tinkle 781,Multiple Authors,Comics & Mangas,Mangas,₹52.50,4.0
One Piece Vol 1 Comic,Author Eiichiro Oda,Comics & Mangas,Comics,₹190.00,3.7
Machine Learning System Design Interview: An Insider's Guide (Grayscale Indian Edition),Ali Aminian,"Computing, Internet & Digital Media",Computer Science,₹900.00,5.0
Cloud Career Journeys: Inspiring chronicles of individuals who have chosen the “Cloud Path”,Prasad Rao,"Computing, Internet & Digital Media",Computer Science,₹807.00,5.0
Interpretable Machine Learning with Python - Second Edition,Serg Masís,"Computing, Internet & Digital Media",Computer Science,"₹1,929.65",5.0
Database Design and Modeling with Google Cloud,Abirami Sukumaran,"Computing, Internet & Digital Media",Databases & Big Data,"₹2,549.00",5.0
"SQL Made Easy: The Ultimate Guide to Mastering Data Querying, Manipulation and Analysis to Craft Your Portfolio Project",Alex Wade,"Computing, Internet & Digital Media",Databases & Big Data,₹165.00,5.0
Voice over Internet Protocol (VoIP) Security,James F. Ransome  PhD  CISM  CISSP,"Computing, Internet & Digital Media",Internet & Social Media,₹708.00,5.0
Distributed Computing and Artificial Intelligence: 9th International Conference: 151 (Advances in Intelligent and Soft Computing),Sigeru Omatu,"Computing, Internet & Digital Media",Internet & Social Media,"₹35,829.00",5.0
Voice over Internet Protocol (VoIP) Security,James F. Ransome  PhD  CISM  CISSP,"Computing, Internet & Digital Media",Network Administration,₹708.00,5.0
"Multi-Cloud Automation with Ansible: Automate, orchestrate, and scale in a multi-cloud world",Pankaj Sabharwal,"Computing, Internet & Digital Media",Network Administration,₹719.00,5.0
Data Communication and Networking by Sushil Goel,Sushil Goel,"Computing, Internet & Digital Media",Network Administration,₹165.00,5.0
OpenBSD Mastery: Filesystems,Michael W Lucas,"Computing, Internet & Digital Media",Network Administration,"₹1,662.00",5.0
Programming Massively Parallel Processors: A Hands-on Approach,David B. Kirk,"Computing, Internet & Digital Media",Network Administration,"₹3,250.00",5.0
"Multi-Cloud Automation with Ansible: Automate, orchestrate, and scale in a multi-cloud world",Pankaj Sabharwal,"Computing, Internet & Digital Media",Operating Systems,₹719.00,5.0
OpenBSD Mastery: Filesystems,Michael W Lucas,"Computing, Internet & Digital Media",Operating Systems,"₹1,662.00",5.0
Algorithms,Sanjoy Dasgupta,"Computing, Internet & Digital Media",Programming & Software Development,₹640.00,5.0
Guide To Clear Spring Boot Microservice Interviews: Your Comprehensive Guide To Nailing Spring-Boot and Microservice Interviews,Ajay Rathod,"Computing, Internet & Digital Media",Programming & Software Development,₹449.00,5.0
TALLY PRIME WORKBOOK (InEnglishi) A Real Practical Accounting included concepts Accounting Inventory Manufacturing Taxation Payroll Sales Purchase GST TDS TCS MIS report etc,RAKESH SANGWAN,"Computing, Internet & Digital Media",Software,₹350.00,5.0
"SQL Made Easy: The Ultimate Guide to Mastering Data Querying, Manipulation and Analysis to Craft Your Portfolio Project",Alex Wade,"Computing, Internet & Digital Media",Software,₹165.00,5.0
Mastering Elastic Kubernetes Service on AWS: Deploy and manage EKS clusters to support cloud-native applications in AWS,Malcolm Orr,"Computing, Internet & Digital Media",Software,₹938.69,5.0
AI Agency Unveiled : Strategies for starting and operating an AI agency online business,M.K. Arman ,"Computing, Internet & Digital Media",Software,₹249.00,5.0
A Brief History of Intelligence: Why The Evolution of The Brain Holds The Key To The Future of AI,Max Bennett,"Computing, Internet & Digital Media",Computer Science,₹464.34,4.8
A Brief History of Intelligence: Why the Evolution of the Brain Holds the Key to the Future of AI,Max Bennett,"Computing, Internet & Digital Media",Computer Science,₹452.20,4.8
UNIX and Linux System Administration Handbook,Evi Nemeth,"Computing, Internet & Digital Media",Operating Systems,"₹5,321.00",4.8
"The Pragmatic Programmer: 20th Anniversary Edition, 2nd Edition: Your Journey to Mastery",David Thomas,"Computing, Internet & Digital Media",Programming & Software Development,₹135.00,4.8
Let us Python- 6th Edition,Aditya Kanetkar Yashavant Kanetkar,"Computing, Internet & Digital Media",Programming & Software Development,₹315.00,4.8
"Microsoft OneNote Guide to Success: Learn In A Guided Way How To Take Digital Notes To Optimize Your Understanding, Tasks, And Projects, Surprising Your ... And Clients (Career Office Elevator Book 8)",Kevin Pitch,"Computing, Internet & Digital Media",Software,₹999.00,4.8
"The Artificial Intelligence and Generative AI Bible: [5 in 1] The Most Updated and Complete Guide: From Understanding the Basics to Delving into GANs, NLP, Prompts, Deep Learning, and Ethics of AI",Alger Fraley,"Computing, Internet & Digital Media",Computer Science,₹586.00,4.7
"Hands-On Machine Learning with Scikit-Learn, Keras, and TensorFlow: Concepts, Tools, and Techniques to Build Intelligent Systems, Third Edition (Full Colour Print)",Aurélien Géron,"Computing, Internet & Digital Media",Computer Science,"₹3,250.00",4.7
System Design Interview – An Insider's Guide: Volume 2,Alex Xu,"Computing, Internet & Digital Media",Computer Science,"₹1,099.00",4.7
Release It! Design and Deploy Production–Ready Software,Michael T Nygard,"Computing, Internet & Digital Media",Computer Science,"₹3,007.00",4.7
The Elements of Statistical Learning (Springer Series in Statistics),Jerome Friedman,"Computing, Internet & Digital Media",Databases & Big Data,"₹1,300.00",4.7
Read Write Own: Building the Next Era of the Internet,Chris Dixon,"Computing, Internet & Digital Media",Databases & Big Data,₹499.00,4.7
Read Write Own: Building the Next Era of the Internet,Chris Dixon,"Computing, Internet & Digital Media",Databases & Big Data,₹559.00,4.7
Read Write Own: Building the Next Era of the Internet,Chris Dixon,"Computing, Internet & Digital Media",Databases & Big Data,"₹2,239.00",4.7
Kafka: The Definitive Guide - Real-Time Data and Stream Processing at Scale,Gwen Shapira,"Computing, Internet & Digital Media",Databases & Big Data,"₹1,600.00",4.7
"SQL Data Analytics Made Easy: Your Step-by-Step Guide to Unlocking Data’s Hidden Secrets: Demystify complex concepts, and harness the power of data to drive intelligent decision-making effortlessly.",L.D. Knowings,"Computing, Internet & Digital Media",Databases & Big Data,₹449.00,4.7
"Learning Deep Learning: Theory and Practice of Neural Networks, Computer Vision, Natural Language Processing, and Transformers Using TensorFlow",Magnus Ekman,"Computing, Internet & Digital Media",Databases & Big Data,"₹4,668.00",4.7
Practical SQL: A Beginner's Guide to Storytelling with Data,Anthony Debarros,"Computing, Internet & Digital Media",Databases & Big Data,"₹1,937.40",4.7
Manning Publications Grokking Algorithms: An illustrated guide for programmers and other curious people,Aditya Bhargava,"Computing, Internet & Digital Media",Databases & Big Data,"₹2,738.00",4.7
Read Write Own: Building the Next Era of the Internet,Chris Dixon,"Computing, Internet & Digital Media",Internet & Social Media,₹499.00,4.7
Read Write Own: Building the Next Era of the Internet,Chris Dixon,"Computing, Internet & Digital Media",Internet & Social Media,₹559.00,4.7
Building Microservices: Designing Fine-Grained Systems,Sam Newman,"Computing, Internet & Digital Media",Internet & Social Media,"₹1,675.00",4.7
Read Write Own: Building the Next Era of the Internet,Chris Dixon,"Computing, Internet & Digital Media",Internet & Social Media,"₹2,239.00",4.7
"Designing Data-Intensive Applications: The Big Ideas Behind Reliable, Scalable, and Maintainable Systems",Martin Kleppmann,"Computing, Internet & Digital Media",Network Administration,"₹1,675.00",4.7
(ISC)2 CISSP Certified Information Systems Security Professional Official Study Guide & Practice Tests Bundle,Mike Chapple,"Computing, Internet & Digital Media",Network Administration,"₹5,210.00",4.7
Release It! Design and Deploy Production–Ready Software,Michael T Nygard,"Computing, Internet & Digital Media",Network Administration,"₹3,007.00",4.7
"SSH Mastery: OpenSSH, PuTTY, Tunnels and Keys (IT Mastery)",Michael W Lucas,"Computing, Internet & Digital Media",Network Administration,₹449.00,4.7
"CCNA 200-301 Official Cert Guide, Volume 1",Wendell Odom,"Computing, Internet & Digital Media",Network Administration,₹427.00,4.7
DAMA-DMBOK (2ND EDITION) 2/E,DAMA International,"Computing, Internet & Digital Media",Network Administration,"₹1,101.50",4.7
PowerShell for Sysadmins: Workflow Automation Made Easy,Adam Bertram,"Computing, Internet & Digital Media",Network Administration,"₹1,189.00",4.7
"LINUX BASICS FOR HACKERS: Getting Started with Networking, Scripting, and Security in Kali",OccupyTheWeb,"Computing, Internet & Digital Media",Operating Systems,"₹2,115.00",4.7
How Linux Works 3E,Brian Ward,"Computing, Internet & Digital Media",Operating Systems,"₹2,309.00",4.7
"Learning eBPF: Programming the Linux Kernel for Enhanced Observability, Networking, and Security (Grayscale Indian Edition)",Liz Rice,"Computing, Internet & Digital Media",Operating Systems,"₹1,100.00",4.7
The Linux Command Line: A Complete Introduction,William Shotts,"Computing, Internet & Digital Media",Operating Systems,"₹1,854.00",4.7
Release It! Design and Deploy Production–Ready Software,Michael T Nygard,"Computing, Internet & Digital Media",Programming & Software Development,"₹3,007.00",4.7
Building Microservices: Designing Fine-Grained Systems,Sam Newman,"Computing, Internet & Digital Media",Programming & Software Development,"₹1,675.00",4.7
"The Artificial Intelligence and Generative AI Bible: [5 in 1] The Most Updated and Complete Guide: From Understanding the Basics to Delving into GANs, NLP, Prompts, Deep Learning, and Ethics of AI",Alger Fraley,"Computing, Internet & Digital Media",Software,₹586.00,4.7
THE MAN EATING LEOPARD OF RUDRAPRAYAG,Jim Corbett,"Computing, Internet & Digital Media",Software,₹105.00,4.7
"Designing Data-Intensive Applications: The Big Ideas Behind Reliable, Scalable, and Maintainable Systems",Martin Kleppmann,"Computing, Internet & Digital Media",Software,"₹1,662.50",4.7
The Man-eating Leopard of Rudraprayag,Jim Corbett,"Computing, Internet & Digital Media",Software,₹107.10,4.7
The StatQuest Illustrated Guide to Machine Learning (Full Colour Print),PhD Josh Starmer,"Computing, Internet & Digital Media",Computer Science,₹999.00,4.6
The MANIAC,Benjamin Labatut,"Computing, Internet & Digital Media",Computer Science,₹469.99,4.6
"Generative Deep Learning: Teaching Machines To Paint, Write, Compose, and Play, Second Edition (Grayscale Indian Edition)",David Foster,"Computing, Internet & Digital Media",Computer Science,"₹1,800.00",4.6
HBRs 10 Must Reads on Strategy,Harvard Business Review,"Computing, Internet & Digital Media",Computer Science,₹450.00,4.6
Artificial Intelligence: A Guide for Thinking Humans (Pelican Books),Melanie Mitchell,"Computing, Internet & Digital Media",Computer Science,₹406.25,4.6
"Computer Organization & Architecture, 11e",Stallings,"Computing, Internet & Digital Media",Computer Science,₹753.00,4.6
The Innovators,Walter Isaacson,"Computing, Internet & Digital Media",Computer Science,₹459.00,4.6
UX Research: Practical Techniques for Designing Better Products,Brad Nunnally,"Computing, Internet & Digital Media",Databases & Big Data,"₹1,172.00",4.6
"200 + Interview Q & A in SQL , PL/SQL, Database Development & Administration-Updated in 2020 !!: 99% Frequently asked Interview Q & A (Interview Q & A Series Book 12)",Bandana Ojha,"Computing, Internet & Digital Media",Databases & Big Data,₹213.00,4.6
Machine Learning with Python for Everyone (Addison-Wesley Data & Analytics Series),Mark Fenner,"Computing, Internet & Digital Media",Databases & Big Data,"₹3,881.00",4.6
"Let's Talk Mutual Funds : A Systematic, Smart Way to Make Them Work for You",Monika Halan,"Computing, Internet & Digital Media",Internet & Social Media,₹270.00,4.6
"Let's Talk Mutual Funds: A Systematic, Smart Way to Make Them Work for You",Monika Halan,"Computing, Internet & Digital Media",Internet & Social Media,"₹1,069.00",4.6
"Let's Talk Mutual Funds: A Systematic, Smart Way to Make Them Work for You",Monika Halan,"Computing, Internet & Digital Media",Internet & Social Media,₹223.30,4.6
"The Mental Game of Trading: A System for Solving Problems with Greed, Fear, Anger, Confidence, and Discipline",Jared Tendler,"Computing, Internet & Digital Media",Internet & Social Media,₹170.00,4.6
System Design Interview – An insider's guide,Alex Xu,"Computing, Internet & Digital Media",Internet & Social Media,"₹1,099.00",4.6
"Don't Make Me Think, Revisited: A Common Sense Approach to Web Usability (Voices That Matter)",Steve Krug,"Computing, Internet & Digital Media",Internet & Social Media,"₹1,788.00",4.6
"Permanent Record [Paperback] Snowden, Edward",Edward Snowden,"Computing, Internet & Digital Media",Internet & Social Media,₹435.00,4.6
UX Research: Practical Techniques for Designing Better Products,Brad Nunnally,"Computing, Internet & Digital Media",Internet & Social Media,"₹1,172.00",4.6
Eloquent Javascript 3E: A Modern Introduction to Programming,Marijn Haverbeke,"Computing, Internet & Digital Media",Internet & Social Media,"₹2,602.00",4.6
Scam Me If You Can: Simple Strategies to Outsmart Today's Rip-off Artists,Frank W.  Abagnale,"Computing, Internet & Digital Media",Internet & Social Media,₹240.18,4.6
The New Fashion Rules: Inthefrow,Victoria Magrath,"Computing, Internet & Digital Media",Internet & Social Media,₹779.00,4.6
"Microservices Security in Action: Design secure network and API endpoint security for Microservices applications, with examples using Java, Kubernetes, and Istio",Prabath Siriwardena,"Computing, Internet & Digital Media",Internet & Social Media,"₹4,776.00",4.6
The Cold Start Problem: How to Start and Scale Network Effects,Andrew Chen,"Computing, Internet & Digital Media",Network Administration,₹389.00,4.6
The Cold Start Problem: Using Network Effects to Scale Your Product,Andrew Chen,"Computing, Internet & Digital Media",Network Administration,₹353.56,4.6
"Microservices Security in Action: Design secure network and API endpoint security for Microservices applications, with examples using Java, Kubernetes, and Istio",Prabath Siriwardena,"Computing, Internet & Digital Media",Network Administration,"₹4,776.00",4.6
The Mobile Application Hacker's Handbook,Dominic Chell,"Computing, Internet & Digital Media",Network Administration,₹412.41,4.6
Internet Password Logbook (Cognac Leatherette),Editors of Rock Point,"Computing, Internet & Digital Media",Network Administration,"₹1,120.00",4.6
"CISA Certified Information Systems Auditor All-in-One Exam Guide, Fourth Edition: A Kagen the Damned Novel",Peter H. Gregory,"Computing, Internet & Digital Media",Network Administration,"₹3,924.00",4.6
The Cold Start Problem: Using Network Effects to Scale Your Product,Andrew Chen,"Computing, Internet & Digital Media",Network Administration,₹888.00,4.6
"CompTIA Linux+ Certification Kit - Exam XK0-005, Second Edition",R Blum,"Computing, Internet & Digital Media",Network Administration,"₹5,655.32",4.6
Just for Fun: The Story of an Accidental Revolutionary,Linus Torvalds,"Computing, Internet & Digital Media",Network Administration,₹924.00,4.6
Docker Deep Dive: Zero to Docker in a single book (Mastering Containers 1),Nigel Poulton,"Computing, Internet & Digital Media",Network Administration,₹449.00,4.6
Operating Systems: Three Easy Pieces,Remzi Arpaci-Dusseau,"Computing, Internet & Digital Media",Operating Systems,₹449.00,4.6
"CISA Certified Information Systems Auditor All-in-One Exam Guide, Fourth Edition: A Kagen the Damned Novel",Peter H. Gregory,"Computing, Internet & Digital Media",Operating Systems,"₹3,924.00",4.6
Just for Fun: The Story of an Accidental Revolutionary,Linus Torvalds,"Computing, Internet & Digital Media",Operating Systems,₹924.00,4.6
Red Hat RHCSA 9 Cert Guide: EX200 (Certification Guide),Sander van Vugt,"Computing, Internet & Digital Media",Operating Systems,"₹4,252.49",4.6
Python Essential Reference,David Beazley,"Computing, Internet & Digital Media",Operating Systems,"₹3,290.00",4.6
Linux Administration: The Linux Operating System and Command Line Guide for Linux Administrators,Jason Cannon,"Computing, Internet & Digital Media",Operating Systems,₹240.72,4.6
